,document_id,question,answer,difficulty
4808,/chinese_dynasties/Tang_dynasty.txt,Is the Tang capital located in Beijing?,No,M
1578,/indian_states/Maharashtra.txt,Is the Godavari river navegable?,No.,H
1867,/constellations/aquarius_constellation.txt,"What do the meteor showers in Aquarius named the ""Eta Aquariids, the Delta Aquariids, and the Iota Aquariids"" have in common?",radiants,H
791,/indian_states/West_Bengal.txt,Are most states of India passionate about football?,No,H
187,/constellations/libra_constellation.txt,What stars eject gas from their equator?,Shell stars,H
6386,/chinese_dynasties/Chen_dynasty.txt,What dynasty was the fourth and last of the Southern dynasties during the Northern and Southern dynasties period?,Chen,M
6521,/indian_states/Punjab.txt,Was the Punjab region one of the earliest areas to be become urbanized?,Yes,M
6216,/pokemon_characters/pikachu_pokemon.txt,Who published the Pokémon series?,Nintendo,E
1435,/indian_states/Gujarat.txt,Is Gujarat the largest state in India by area?,no,M
4864,/chinese_dynasties/Xia_dynasty.txt,What are the only musical instruments dated to the Xia dynasty?,"Two qing, two small bells (one earthenware, one bronze) and a xun",E
1126,/languages/Bengali_language.txt,Is there a one-to-one correspondence between the sounds (phonemes) and the letters (graphemes) in most Bengali scripts?,Yes,M
474,/languages/Urdu_language.txt,What is code-switching?,A combination of Urdu and English from those familiar with both languages,H
3071,/pokemon_characters/charmander_pokemon.txt,Does Charmander ever return to Damian?,No,H
673,/chinese_dynasties/Shang_dynasty.txt,Is the Xia dynasty the earliest dynasty of traditional Chinese history firmly supported by archaeological evidence?,No,M
6784,/pokemon_characters/eevee_pokemon.txt,In which film does Howard Clifford appear?,Detective Pikachu,H
6401,/languages/Arabic_language.txt,What does Charles Ferguson’s koine theory claim?,That the modern Arabic dialects collectively descend from a single military koine that sprang up during the Islamic conquests.,E
3105,/chinese_dynasties/Jin_dynasty_(266–420).txt,The contribution of Mahayana was concentrated in what topics?,philosophy and literature,E
2003,/chinese_dynasties/Sui_dynasty.txt,How man years does Sui dynasty last?,Thirty-seven years,E
5851,/chinese_dynasties/Sui_dynasty.txt,Who established granaries as sources of food?,Emperor Wen,M
5676,/indian_states/Uttar_Pradesh.txt,Are summer temperature fluctuations relatively peaceful in Uttar Pradesh?,No.,M
1017,/languages/French_language.txt,What is the fastest growing langauge in Africa?,French,E
6440,/languages/Bengali_language.txt,Did the dialect spoken in the Nadia region influence Bengali?,Yes.,H
1857,/indian_states/Maharashtra.txt,Is Maharashtra the largest state in India?,No,M
1132,/pokemon_characters/snorlax_pokemon.txt,What is Charizard known as in Japan?,Lizardon,E
1289,/constellations/sagittarius_constellation.txt,Where is the Nova Sagittarii 2015 No. 2 located within Sagittarius?,near the center of the constellation,H
1010,/chinese_dynasties/Tang_dynasty.txt,What are the five grains?,"sesamum, legumes, wheat, panicled  millet, and glutinous millet",E
1397,/indian_states/Andhra_Pradesh.txt,Did Neelam Sanjiva Reddy become the President of India before or after the unification with Telangana?,After,H
5836,/chinese_dynasties/Sui_dynasty.txt,"Could the Chen dynasty withstand an assault of 518,000 troops along the northern bank of the Yangtze River?",No,M
4130,/pokemon_characters/magikarp_pokemon.txt,What Pokemon does Magikarp fight in Detective Pikachu?,Charizard,M
4541,/pokemon_characters/magikarp_pokemon.txt,Can Magikarp learn Hydropump and Bounce moves by simply leveling up?,No,M
4702,/languages/Indonesian_language.txt,Has Persian influenced the Indonesian language?,Yes,M
2698,/constellations/aquarius_constellation.txt,What does the name 'Aquarius' mean in Latin?,water-carrier' or 'cup-carrier',H
3670,/pokemon_characters/mewtwo_pokemon.txt,What happens if Blaine and Mewto separate for a long period of time before Entei breaks the bond?,They become ill,H
2938,/pokemon_characters/pikachu_pokemon.txt,Where did Ash Ketchum acquire his Pikachu in the Pokemon anime?,Pallet Town.,M
712,/constellations/aries_constellation.txt,What name is Latin for ram?,Aries,E
5619,/constellations/virgo_constellation.txt,Is Virgo the largest constealltion in the sky?,No.,M
3630,/languages/Hindi_language.txt,Is Hindi spoken as a first language in Nepal?,Yes,M
117,/languages/Spanish_language.txt,What term for Spanish did the Royal Spanish Academy use in 1800?,Castellano,H
243,/chinese_dynasties/Jin_dynasty_(266–420).txt,Did Sima Yan Kill Cao Huan?,No,M
6222,/indian_states/Punjab.txt,What portion of the Indian Punjab workforce is farmers?,39%,E
1218,/pokemon_characters/charmander_pokemon.txt,What does mega evolution give Charizard?,temporary upgraded stats and a major damage bonus,M
258,/chinese_dynasties/Shang_dynasty.txt,Was the language studied from Yinxu graves showed similarity to southern Han Chinese?,No,M
3147,/pokemon_characters/magikarp_pokemon.txt,What was a criticism of Magikarp?,being useless or pointless,M
2897,/constellations/pisces_constellation.txt,Who rescued Aphrodite and Eros?,two fishes,H
2819,/chinese_dynasties/Shang_dynasty.txt,How big was the force maintained by the Shang king?,a thousand troops,E
399,/chinese_dynasties/Sui_dynasty.txt,Was Emperor Wen's boat outfitted with 50-foot-long booms?,Yes,H
1137,/constellations/libra_constellation.txt,What is Libra known as in Babylonian astronomy?,MUL Zibanu ,E
3496,/indian_states/Rajasthan.txt,Which country is Rajasthan located?,India,E
994,/pokemon_characters/jigglypuff_pokemon.txt,Who wrote Jigglypuff's Magic Lullaby?,Megumi Hayashibara,M
5036,/chinese_dynasties/Xin_dynasty.txt,Did the old bureaucracy and nobility openly oppose the establishment of the Xin regime?,No.,M
3490,/pokemon_characters/charizard_pokemon.txt,Who created Charizard?,Atsuko Nishida,E
2915,/pokemon_characters/eevee_pokemon.txt,Who provided the designs for Jolteon and Flareon?,Motofumi Fujiwara.,E
547,/languages/Urdu_language.txt,What is the percentage of people who are Urdu speakers in India?,4.34%,M
3953,/languages/German_language.txt,Is German the most spoken language in terms of native and second language in the United States?,No,M
6012,/indian_states/West_Bengal.txt,Is West Bengal the most populous state in India?,No,M
5163,/languages/Mandarin_language.txt,Does the Standard Chinese have 2000 distinct syllables?,No,M
5916,/constellations/scorpius_constellation.txt,Is it true that Scorpius contains only one deep-sky object?,No,M
5049,/pokemon_characters/mewtwo_pokemon.txt,What character appears on All Nippon Airways's Pocket Monsters Boeing 747 jumbo jet other than Mewtwo?,Mew.,M
6634,/languages/French_language.txt,Is French the second most widely spoken mother tongue in the European Union?,No,M
4027,/pokemon_characters/squirtle_pokemon.txt,Does Squirtle's shell have uses other than protection?,Yes,M
2939,/pokemon_characters/pikachu_pokemon.txt,Is Sparky from the Pokemon anime a Pikachu?,Yes.,M
69,/pokemon_characters/jigglypuff_pokemon.txt,Did Jigglypuff get good reactions from the public from the beginning?,yes,M
3806,/languages/Urdu_language.txt,Who founded an early literary tradition of Hindavi in the late 13 century?,Amir Khusrau,E
6679,/indian_states/Maharashtra.txt,Is Maharashtra a state in the eastern peninsular region of India?,No,M
5989,/languages/Mandarin_language.txt,Who wrote an influential and perceptive study of this literary tradition?,Hu Shih,M
3969,/pokemon_characters/squirtle_pokemon.txt,Did Game Informer name Squirtle as its #01 Pokemon?,No,M
1661,/pokemon_characters/magikarp_pokemon.txt,Are Gyarados generally friendly Pokémon?,no,M
4164,/indian_states/Karnataka.txt,"As of the 2011 census, were there more men or women in Karnataka?",Men,M
2175,/chinese_dynasties/Han_dynasty.txt,What were commonly eaten fruits and vegetables during Han?,"Chestnuts, pears, plums, peaches, melons, apricots, strawberries, red bayberries, jujubes, calabash, bamboo shoots, mustard plant, and taro",M
4713,/constellations/aries_constellation.txt,What does Aries mean in Latin?,Ram,E
1338,/languages/Spanish_language.txt,How many people live in the Canary Islands?,Over two million,M
4527,/pokemon_characters/snorlax_pokemon.txt,What does Munchlax evolve into?,Snorlax,E
5174,/chinese_dynasties/Sui_dynasty.txt,Did Emperor Yang lose the support of the nomads after his father's death?,Yes,H
6990,/indian_states/Uttar_Pradesh.txt,Who governs each district?,a District Magistrate,E
255,/chinese_dynasties/Shang_dynasty.txt,How many brothers did Zhou Wu send to ensure Wu Geng would not rebel?,3,M
3005,/pokemon_characters/charmander_pokemon.txt,With what can Charmander mega evolve?,Mega Stone,E
2610,/languages/Mandarin_language.txt,How many speakers of Mandarin could understand the standard language in 1984?,91%,M
996,/pokemon_characters/jigglypuff_pokemon.txt,In which video game does pre-evolution of Jigglypuff is introduced?,Pokémon Gold and Silver,H
5799,/chinese_dynasties/Jin_dynasty_(266–420).txt,Who was granted the title King of Jin because of conquering Shu Han and capturing Liu Shan,Sima Zhao,H
2788,/indian_states/West_Bengal.txt,What is the name of the coastal area in West Bengal?,Sundarbans,E
2270,/languages/Indonesian_language.txt,Are classes officially taught in Malaysian in Indonesia?,No,H
696,/chinese_dynasties/Xia_dynasty.txt,Did Yu use the same method as his father to stop flooding?,No,M
2475,/languages/Spanish_language.txt,Where was the Spanish-based creole language called Chavacano developed?,Southern Philippines,E
4975,/indian_states/Karnataka.txt,"What was the capital of the empire, which fell to a confederation of Islamic sultanates, originally named?",Hosapattana.,H
6500,/indian_states/Punjab.txt,How many grew out of settlements along how many rivers?,five,E
3841,/chinese_dynasties/Chen_dynasty.txt,"Who wrote ""New Songs of Yutai""?",Xu Ling,M
3384,/indian_states/Gujarat.txt,Is the capital city of Gujarat the same as the most populous city?,No,M
4562,/indian_states/West_Bengal.txt,Does West Bengal have three World Heritage Sites?,No,M
4928,/languages/Indonesian_language.txt,How many indigenous local languages are there in Indonesia?,More than 700.,E
4983,/constellations/scorpius_constellation.txt,How far is the cluster discovered by Charles Messier in 1781 from Earth?,"33,000 light-years.",H
5565,/indian_states/Uttar_Pradesh.txt,Do some of the sixteen oligarchic republics in ancient India still exist today?,Yes,M
656,/indian_states/Karnataka.txt,Is Karnataka's agriculture vulnerable to expected changes in the monsoon?,Yes,M
518,/pokemon_characters/snorlax_pokemon.txt,Who voiced Snorlax in the Japanese versions of the Pokémon anime and the Super Smash Bros?,Katsuyuki Konishi,E
4734,/pokemon_characters/psyduck_pokemon.txt,Who is Psyduck voiced by in Japan?,Rikako Aikawa,E
6399,/chinese_dynasties/Chen_dynasty.txt,Had Emperor Wu captured the Northern Qi emperor Gao Wei and annexed most of Northern Qi's territory by 580?,Yes,H
4933,/indian_states/Uttar_Pradesh.txt,Is sugar production Uttar Pradesh's main economic industry now?,No.,M
5308,/pokemon_characters/eevee_pokemon.txt,What makes it possible for the Eevee pokemon to evolve?,Unstable genetic code,E
271,/chinese_dynasties/Liang_dynasty.txt,Liang dynasty was preceeded by the Southern Qi dynasty and succeeded by which dynasty?,Chen,H
6096,/indian_states/Kerala.txt,Which state has a western coastal belt that is relatively flat compared to the eastern coastal belt?,Kerala,E
6083,/indian_states/Kerala.txt,Where is the IT hub that generates one-third of total IT Revenues of Kerala located?,Kochi,H
3772,/constellations/aquarius_constellation.txt,Does the Delta Aquariids first peak on 6 August?,No.,M
4571,/pokemon_characters/magikarp_pokemon.txt,Can Magikarp learn the Flail move in generation 1?,No,H
1376,/pokemon_characters/psyduck_pokemon.txt,How many of the Psyduck in the anime were stranded from Lake Psyduck?,Nine,H
5451,/languages/Mandarin_language.txt,What is the official language of Taiwan?,Standard Mandarin,E
834,/languages/Spanish_language.txt,What are the two registers used in Spanish?,formal and familiar,H
3034,/languages/Portuguese_language.txt,Is Portuguese the most spoken language in Latin America?,No,M
2221,/indian_states/Meghalaya.txt,What is the population of Meghalaya as estimated in 2014? ,"3,211,474",E
17,/languages/Spanish_language.txt,Which language family is Spanish part of?,The indo-European family,E
7034,/languages/Arabic_language.txt,Who spoke Arabic in the 1st century BC?,Nobody,H
5637,/constellations/virgo_constellation.txt,Is the Sombrero Galaxy a planet?,No.,M
3660,/pokemon_characters/mewtwo_pokemon.txt,Is Mewto a Pokémon created by Ken Sugimori and debuted in Pokémon Red and Blue?,Yes,H
314,/constellations/virgo_constellation.txt,Does NY Virginis belong to the verified exoplanets orbiting the stars in Virgo?,Yes,M
3398,/pokemon_characters/charmander_pokemon.txt,Did Charmander appear in the first episode of Pokemon Indigo League?,No,M
177,/constellations/capricornus_constellation.txt,What shape are the HCG 87 galaxies predicted to merge into?,Ellipse,H
3007,/constellations/sagittarius_constellation.txt,Where are Cetus and Pisces located?,the Sea,E
6336,/languages/Portuguese_language.txt,What is the most used language of Amnesty International?,English,H
615,/constellations/virgo_constellation.txt,Which season is Virgo constellation visible in the sky?,Spring,M
6289,/pokemon_characters/snorlax_pokemon.txt,Does Snorlax have an evolution?,No,H
1373,/languages/Spanish_language.txt,How many official languages does Puerto Rico have?,2,H
1811,/pokemon_characters/pikachu_pokemon.txt,What did Kotaku writer Patricia Hernandez say about Pikachu?,"it's hard not to be barraged by Pikachu's constant presence if you're a Pokémon fan, and it sucks.",E
4279,/chinese_dynasties/Han_dynasty.txt,What’s the time difference between Taichu calendar and Sifen Calendar?,0.00016 days,H
1497,/chinese_dynasties/Han_dynasty.txt,"According to the Families throughout Han China, How many parts does a soul have?",2,H
5368,/indian_states/Andhra_Pradesh.txt,Was Prolaya Vema Reddi involved in the confederation of states that started a movement against the invading Turkic Muslim armies of the Delhi Sultanate?,Yes,M
5538,/pokemon_characters/psyduck_pokemon.txt,Is Psyduck really dimwitted?,No,M
3446,/chinese_dynasties/Zhou_dynasty.txt,What do western writers often decribe the Zhou period as?,feudal,M
6278,/languages/Indonesian_language.txt,What is Armijn Pane's profession?,Novelist,H
6218,/languages/Portuguese_language.txt,What language did all romance languages descend from?,Latin,E
4089,/indian_states/West_Bengal.txt,How many times did the name of Presidency University change?,2,H
3887,/indian_states/Gujarat.txt,Is Chongqing growing faster than Ahmedabad in 2010's Forbes' list of the world's fastest growing cities?,Yes,H
5868,/constellations/gemini_constellation.txt,Which star has the traditional name Tejat Posterior?,Mu Gem (Tejat),M
4522,/pokemon_characters/snorlax_pokemon.txt,Is Snorlax #143 on the Pokédex?,Yes,E
315,/constellations/virgo_constellation.txt,When did the Sun shift from Libra on the autumnal equinox to Virgo?,4th century BC,M
4649,/constellations/sagittarius_constellation.txt,Who discovered the Lagoon Nebula in 1764?,Charles Messier,M
4732,/indian_states/West_Bengal.txt,Was Telugu an official language of West Bengal in 2000?,No,H
5672,/indian_states/Uttar_Pradesh.txt,Was India established as a republic before 1950?,Yes.,M
2709,/chinese_dynasties/Northern_Wei.txt,What did Emperor Xiaowen's changes eventually led to?,Moving capital,M
7096,/pokemon_characters/psyduck_pokemon.txt,How many Pokemon appear on the livery of the first Pokemon Jet?,10,H
1584,/chinese_dynasties/Liu_Song_dynasty.txt,Who was Emperor Wen's father?,Liu Yu,H
1366,/indian_states/Kerala.txt,Was Jimmy George one of the world's top three volleyball players?,No,M
3479,/languages/Portuguese_language.txt,What is the official lauguage of Brazil?,Portuguese,M
612,/constellations/virgo_constellation.txt,How many days does the sun take to pass through Virgo constellation?,44,E
1329,/languages/Arabic_language.txt,What language is the Quran written in?,Classical Arabic,E
6829,/constellations/sagittarius_constellation.txt,Where does Sagittarius pass directly overhead?,"In southern Brazil, South Africa, and central Australia ",E
5020,/chinese_dynasties/Shang_dynasty.txt,Is there direct evidence of the earlier period of development of the Shang?,No.,M
381,/languages/English_language.txt,What are speakers of English called?,Anglophones,E
592,/indian_states/Rajasthan.txt,Are oilseeds widely cultivated over large areas in Rajasthan?,Yes,H
2730,/languages/Hindi_language.txt,From what language are most of the academic and technical vocabulary of modern Hindi borrowed?,Sanskrit,M
4514,/pokemon_characters/bulbasaur_pokemon.txt,What is Bulbasaur's Japanese name?,Fushigidane,E
3488,/constellations/sagittarius_constellation.txt,What is the apparent magnitude of Messier 24?,2.5,H
1692,/pokemon_characters/charmander_pokemon.txt,Can Charmander evolve into Mega Charizard X or Mega Charizard Y?,yes,H
563,/indian_states/Uttar_Pradesh.txt,How much percentage does Uttar Paradesh contribute to India's population?,16.2%,M
1484,/indian_states/Karnataka.txt,How many airports in Karnataka only operate internal flights?,6,H
6969,/indian_states/Rajasthan.txt,How many km is Ranthambore National Park from Sawai Madhopur Railway Station?,7,E
4448,/constellations/capricornus_constellation.txt,Is the Capricornus the largest constellation in the zodiac?,No,M
2706,/chinese_dynasties/Northern_Wei.txt,Was Hulao recoverd by Liu Song in 430,Yes,M
1257,/languages/English_language.txt,What are newly formed words called?,neologisms,E
6921,/indian_states/Rajasthan.txt,Did Nagaur and Ajmer rule part of Rajasthan after the Second Battle of Tarain?,Yes,H
3816,/indian_states/Kerala.txt,Where was the first airport in Kerala?,Kollam Airport,E
5275,/languages/Portuguese_language.txt,Where did Portuguese originate?,Iberian Peninsula of Europe,E
2202,/languages/Indonesian_language.txt,What nation is the fourth most populous in the world? ,Indonesia ,E
5326,/chinese_dynasties/Liang_dynasty.txt,What dynasty conquered the rump state of Western Liang in 587?,Sui dynasty,E
2403,/pokemon_characters/snorlax_pokemon.txt,Who first voiced Snorlax in English?,Michael Haigney,M
1603,/indian_states/Maharashtra.txt,What Indian states border Maharashtra on the north?,Gujarat and Madhya Pradesh,E
4876,/chinese_dynasties/Xia_dynasty.txt,Did the man appointed by Shun to finish his father's work succeed?,Yes,H
3765,/constellations/aquarius_constellation.txt,Was planet HD 215152 b discovered in 2011?,Yes.,H
3217,/constellations/cancer_constellation.txt,Who first recorded Cancer?,Claudius Ptolemy,E
2962,/pokemon_characters/squirtle_pokemon.txt,Is Squirtle one of the starter Pokemon in Generation 2?,No.,M
1248,/languages/English_language.txt,What proportion of English vocabular is derived from French?,one third,M
5435,/constellations/virgo_constellation.txt,Does Leo neighbor Virgo?,Yes,M
826,/indian_states/Tamil_Nadu.txt,When was The Gulf of Mannar Biosphere Reserve established?,1986,E
4009,/languages/Urdu_language.txt,What did the natives of the land call Urdu?,Ourdouzebain,H
4016,/languages/Urdu_language.txt,"Does Gulzar agree that Urdu is a ""dying language""?",No,M
4706,/languages/Indonesian_language.txt,Was Indonesia a Dutch colony?,Yes,H
5233,/indian_states/Maharashtra.txt,Which is the largest university in the world in terms of the number of graduates?,The University of Mumbai,E
6481,/indian_states/Madhya_Pradesh.txt,Has Madhya Pradesh’s tourism industry seen considerable growth?,Yes.,M
1077,/constellations/pisces_constellation.txt,What is Pisces in Latin for?,fishes,H
4209,/chinese_dynasties/Liang_dynasty.txt,When was Western Liang conquered by the Sui?,587,E
4738,/pokemon_characters/psyduck_pokemon.txt,Is Psyduck a source of frustration for Misty?,Yes,H
3317,/indian_states/Madhya_Pradesh.txt,How many district hospitals are in Madhya Pradesh?,52,E
3864,/indian_states/Meghalaya.txt,How many representatives does the Meghalaya Legislative Assembly have in the Rajya Sabha?,1,M
856,/languages/Mandarin_language.txt,What did the Zongyuan Yinyun do?,codified new verse rhyming conventions,H
2660,/indian_states/Kerala.txt,"What is the ""Kerala phenomenon?""",very high human development and in comparison low economic development,M
3027,/constellations/sagittarius_constellation.txt,What lies in the westernmost part of Sagittarius?,The center of the Milky Way,E
3768,/constellations/aquarius_constellation.txt,Is Aquarius home to the Saturn Nebula?,Yes.,H
6604,/pokemon_characters/snorlax_pokemon.txt,"Is Snorlax known as the ""Sleeping Pokemon""?",Yes,E
6301,/indian_states/Maharashtra.txt,What is the second-most populous state in India?,Maharashtra,E
4047,/indian_states/Rajasthan.txt,Where is the Ranthambore National Park located?,Sawai Madhopur,E
562,/indian_states/Uttar_Pradesh.txt,How many divisions does Uttar Pradesh have?,18,M
3627,/languages/Hindi_language.txt,Hindi literature is broadly divided into how many prominent forms or styles?,four,E
5994,/languages/Mandarin_language.txt,"Which language is one of the four official languages of Singapore along with English, Malay, and Tamil?",Mandarin,M
786,/indian_states/West_Bengal.txt,How long is Durga Puja?,Five days,H
3132,/indian_states/Rajasthan.txt,Where is the Arid Forest Research Institute (AFRI) located?,Jodhpur,M
758,/indian_states/Karnataka.txt,Is poaching threatening animals in Karnataka?,Yes,M
3264,/indian_states/Tamil_Nadu.txt,Is Tamil Nadu in northern India?,no,M
6011,/indian_states/West_Bengal.txt,Is West Bengal the most populous country subdivision in the world?,No,M
6453,/languages/Urdu_language.txt,What time period was referred to as “Moors” by European writers?,The early 1700s.,M
2008,/chinese_dynasties/Sui_dynasty.txt,Does the Sui dynasty discourage Buddhism?,No,M
6058,/indian_states/Maharashtra.txt,Which ambitious local general served the Ahmadnagar Sultanate in the early 17th century?,Shahaji Bhosale,E
3018,/indian_states/Karnataka.txt,What was the lowest recorded temperature at Bidar District in Fahrenheit?,37,E
1305,/pokemon_characters/eevee_pokemon.txt,What game is Eevee the mascot of?,"Pokémon: Let's Go, Eevee!",E
2543,/languages/English_language.txt,What is the language named after the Angles?,English,M
6971,/indian_states/Uttar_Pradesh.txt,What is a style of cooking developed in the Indian subcontinent by the imperial kitchens of the Mughal Empire?,Mughlai cuisine,E
4171,/chinese_dynasties/Jin_dynasty_(266–420).txt,Who was Sima Yan's father?,Sima Zhou,M
1258,/languages/English_language.txt,What is the most prestigious British dialect?,Recieved Pronunciation,M
688,/chinese_dynasties/Sui_dynasty.txt,Who started many expensive construction projects such as the Grand Canal of China?,Emperor Yang of Sui,H
3936,/languages/Spanish_language.txt,Is Spanish the least used language on internet websites?,No,M
4665,/indian_states/Karnataka.txt,Is the New Mangalore Port in Karnataka?,Yes,M
4931,/chinese_dynasties/Xin_dynasty.txt,What currency did the Xin Dynasty use instead of the gold currency?,A bronze currency.,M
713,/constellations/aries_constellation.txt,Is Aries recognized as an official constellation now?,Yes,E
2521,/constellations/virgo_constellation.txt,Is NGC 4639 a face-on barred spiral galaxy located 78 Mly from Earth (redshift 0.0034)?,Yes,E
5082,/languages/English_language.txt,What caused modern English to spread around the world since the 17th century?,The worldwide influence of the British Empire and the United States of America.,M
2062,/languages/Indonesian_language.txt,Was Javanese the native language by more than half of the residents?,No,M
4327,/constellations/pisces_constellation.txt,Who proposed to sever a southern zone of Pisces as Testudo?,John Hill,E
4389,/chinese_dynasties/Han_dynasty.txt,What was China's first imperial dynasty?,The Qin dynasty,E
3784,/constellations/cancer_constellation.txt,Who first recorded Cancer?,Claudius Ptolemy.,E
4534,/pokemon_characters/bulbasaur_pokemon.txt,Which is the first Pokémon in the Pokédex?,Bulbasaur,M
3189,/languages/German_language.txt,Luther's translation of the Bible into High German took place during what period?,Early New High German,M
1651,/pokemon_characters/mewtwo_pokemon.txt,Do Mewtwo and Mew have different physical traits?,yes,M
6657,/indian_states/Meghalaya.txt,What district was carved out of the Khasi Hills on 28 October 1976?,East Khasi Hills,E
6316,/indian_states/Maharashtra.txt,Does Maharastra house the headquarters of most of the major corporate and financial institutions?,Yes,H
4390,/chinese_dynasties/Han_dynasty.txt,The Han dynasty was preceded by what?,The short-lived Qin dynasty (221–207 BC) and a warring interregnum known as the Chu–Han contention (206–202 BC),M
4088,/indian_states/West_Bengal.txt,Was the name of Presidency University always the same?,No,M
5922,/pokemon_characters/venusaur_pokemon.txt,Is venusaur directly evolved from Bulbasaur?,No,M
3414,/constellations/libra_constellation.txt,Where is Libra located?,Southern celestial hemisphere,E
7082,/pokemon_characters/psyduck_pokemon.txt,Has Misty's Psyduck evolved in the anime?,No,E
3824,/indian_states/Gujarat.txt,How many districts does Gujarat have?,33,E
2884,/chinese_dynasties/Tang_dynasty.txt,Whose advice did Li Shimin listen to?,the advice of the wisest members of his council,H
4977,/constellations/gemini_constellation.txt,The discoveries of which solar system planets (or dwarf planets) were associated with Gemini?,Uranus and Pluto.,H
2227,/languages/German_language.txt,What was a colony of the German Empire from 1884 to 1919? ,Namibia ,E
5272,/indian_states/Punjab.txt,Is the Punjabi language used in education and administration in Pakistani Punjab?,No,M
6197,/indian_states/Gujarat.txt,Does Gujurat have more men or women?,Men.,H
4956,/chinese_dynasties/Han_dynasty.txt,What was the core idea of governing the country in the Han Dynasty after Emperor Wu?,Confucianism.,M
6119,/pokemon_characters/charmander_pokemon.txt,How many toes do Charmander's have on each foot?,3,H
4162,/indian_states/Karnataka.txt,Which sea borders Karnataka to the west?,the Arabian Sea,E
5311,/chinese_dynasties/Jin_dynasty_(266–420).txt,What was the first Pokemon to Mega evolve into Mega Charizard X?,Charizard,E
5173,/chinese_dynasties/Sui_dynasty.txt,Which people was the Great Wall consolidated to further secure the north border against?,Turkic Khaganate,H
4622,/indian_states/Meghalaya.txt,Is Meghalaya the wettest place on Earth?,Yes,E
1829,/indian_states/Madhya_Pradesh.txt,What is the capital of Madhya Pradesh?,Bhopal,E
56,/indian_states/Punjab.txt,Was Muslim the first religion practiced by Punjabis?,no,M
6072,/indian_states/Madhya_Pradesh.txt,Was southern Madhya Pradesh conquered by the Turkic Delhi Sultanate in the 13th century?,No,M
4842,/pokemon_characters/magikarp_pokemon.txt,Why is it usually overlooked by trainers?,Because it is pathetically weak.,E
2864,/chinese_dynasties/Tang_dynasty.txt,When did Emperor Wuzong suprress Buddhism?,In the 840s,M
6079,/indian_states/Madhya_Pradesh.txt,What is the longest river in Madhya Pradesh?,Narmada,E
5210,/indian_states/Meghalaya.txt,When did the Assam Reorganisation (Meghalaya) Act come into effect?,02 April 1970,H
3237,/chinese_dynasties/Tang_dynasty.txt,Which poets contributed to the Three Hundred Tang Poems?,"Li Bai, Du Fu, Wang Wei",M
6445,/pokemon_characters/snorlax_pokemon.txt,Can Snorlax be woken up by a flute?,Yes.,M
3682,/indian_states/Punjab.txt,Is there more than one religion present in the Punjabi region?,Yes,H
936,/languages/Bengali_language.txt,Who wrote India's national anthem?,Rabindranath Tagore,M
2169,/chinese_dynasties/Han_dynasty.txt,Who expanded Han territory into the northern Korean Peninsula in 108 BC?,Emperor Wu,H
3597,/languages/Arabic_language.txt,What is the new vocabulary from the spoken varieties used to denote?,Concepts that have arisen in the industrial and post-industrial era,M
4748,/constellations/leo_constellation.txt,When do the Leonids occur?,November,E
6055,/indian_states/Maharashtra.txt,Which large region remained part of the Nizam's Hyderabad State throughout the British period?,Marathwada,E
479,/pokemon_characters/jigglypuff_pokemon.txt,Is Jigglypuff a playable character in the most recent Smash Bros?l,Yes,H
287,/chinese_dynasties/Shang_dynasty.txt,Were there any known body of Chinese writings found after 1930s?,Yes,H
307,/pokemon_characters/bulbasaur_pokemon.txt,Who voiced Bulbasaur  in the English dub since the nineth season?,Michele Knotz,H
2701,/chinese_dynasties/Northern_Wei.txt,Who was defeated by Jin forces at the Battle of Fei River?,Fu Jian,E
2474,/languages/Spanish_language.txt,When did the colonial government set up a free public education system with Spanish as the medium of instruction?,Mid 19th Century,E
3595,/languages/Arabic_language.txt,When was the Arabization Bureau added to the ECSO?,1997,M
3048,/indian_states/Karnataka.txt,Amagaon is of which zone of Karnataka?,coastal,M
5581,/pokemon_characters/pikachu_pokemon.txt,What is the reason that Pikachu ranks low in the best Pokemons?,Constant presence,H
3875,/chinese_dynasties/Tang_dynasty.txt,Whose defense led to the withdawl of Taizong in the Goguryeo–Tang War in 644?,Yeon Gaesomun,H
3077,/pokemon_characters/pikachu_pokemon.txt,Pikachu's inspiration changed from a squirrel to a mouse,TRUE,H
6956,/indian_states/Meghalaya.txt,Did Meghalaya attain statehood on 11 January 1938?,No,M
5364,/languages/German_language.txt,Was Muspili written in Old Low German?,No,M
5774,/indian_states/Kerala.txt,Is 5% of the Kerala's income is made from the fishery industry?,No,H
6906,/languages/English_language.txt,Did the British occupation of Manila during the Seven Years' War take place in between 1898 and 1946?,No,H
7064,/chinese_dynasties/Sui_dynasty.txt,Which dynasty adopted the political system of the Sui?,Tang,E
1071,/indian_states/Meghalaya.txt,Is the female sex ratio in urban and rural  Meghalaya higher than the national average?,Yes,H
7017,/languages/English_language.txt,What is the adverbial form of good?,Well,H
2998,/pokemon_characters/squirtle_pokemon.txt,What is the episode name in which Ash Ketchum's Squirtle first appeared in?,Here Comes the Squirtle Squad!,H
595,/indian_states/Rajasthan.txt,What world record do Bhadla Solar Park have?,the largest cluster of photovoltaic power plants in a single region,H
4556,/indian_states/West_Bengal.txt,Is West Bengal located in the Western region of India?,No,M
7033,/languages/Arabic_language.txt,Did Massignon's attempt at Romanization succeed?,No,M
2134,/languages/French_language.txt,What is the second most common language in Canada?,French,E
